Time (sec)	Arena	Track	Pos. X (mm)	Pos. Y (mm)	Label
23.2	1	1	365.077	905.724	1
23.2333	1	1	365.113	905.688	1
23.2667	1	1	365.13	905.648	1
23.3	1	1	365.017	905.691	1
23.3333	1	1	364.907	905.746	1
23.3667	1	1	364.897	905.745	1
23.4	1	1	364.941	905.717	1
23.4333	1	1	364.951	905.688	1
23.4667	1	1	364.843	905.679	1
23.5	1	1	364.572	905.728	1
23.5333	1	1	364.303	905.895	1
23.5667	1	1	364.22	906.224	1
23.6	1	1	364.252	906.706	1
23.6333	1	1	364.218	907.175	1
23.6667	1	1	364.231	907.587	1
23.7	1	1	364.433	908.038	1
23.7333	1	1	364.754	908.544	1
23.7667	1	1	365.14	909.016	1
23.8	1	1	365.706	909.435	1
23.8333	1	1	366.404	909.831	1
23.8667	1	1	367.072	910.23	1
23.9	1	1	367.673	910.578	1
